Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Flagged),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent summary,Status Category,Status Category Changed
User tag Availiability Issue,ZYG-48,10047,Bug,Testing in progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,19/Jun/24 3:27 PM,29/Jul/24 10:18 AM,08/Jul/24 9:35 AM,,,0,,"When a user attempts to create an existing tag, a message indicates it is unavailable. The new status is shown after changing the tag to one that is available, but the previous ""Not Available"" status message is not cleared.

h3. STEPS

# Create an account
# Create a passcode
# On the complete account setup screen, locate the User tag card
# Click on the User tag card to create a user tag
# Input an existing user tag
# Change the tag

h3. EXPECTED RESULT 

Changing the tag from an existing tag to an available tag should reflect the status properly

h3. ACTUAL RESULT

Changing the tag from an existing tag to an available tag shows both statuses together i.e it shows “Not Available” and “Available”",,Adeniyi John,ayokodipo,David Yamah,,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,08/Jul/24 9:28 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;1720427090028.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10074,29/Jun/24 10:25 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240629_102443_182.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10055,19/Jun/24 3:27 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;User tag Availability Issue.mov;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10008,,,,,,,,,,,,,,,,,,,,,0|i0003a:zzzzv,,,Bug Sprint,,,,,,,,,2024-06-29 08:38:42.019,,29/Jun/24 9:38 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] did you try this out? with my tag krespore?,29/Jun/24 9:51 AM;62b2b7970c77011bdfdcd453;This is a long time issue that has been fixed already but the ticket is not closed yet or not pushed to Ready for Production board [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ,29/Jun/24 10:12 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] I will retry when I onboard with another account in a few minutes. ,"29/Jun/24 10:25 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] It displays available. 

!IMG_20240629_102443_182.jpg|width=3456,height=3456,alt=""IMG_20240629_102443_182.jpg""!","29/Jun/24 10:33 AM;62b2b7970c77011bdfdcd453;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] You have to deactivate your keypad before it will reflect the right status 



I have already logged this issue yesterday [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",29/Jun/24 10:37 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Meaning we will tell users to deactivate their keypads? ,"29/Jun/24 10:44 AM;62b2b7970c77011bdfdcd453;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] Nope, it should update regardless of if the keypad is active or not",29/Jun/24 11:49 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:62b2b7970c77011bdfdcd453] [~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] moving this back to QA until I confirm the tag was unavailable ,"08/Jul/24 8:52 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] [~accountid:6371350a5fce844d60662eb2] [~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] 
This is not resolved as @deeplowe is still displayed as available to another user.","08/Jul/24 9:28 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;

!1720427090028.jpg|width=3456,height=3456,alt=""1720427090028.jpg""!

User tag becomes unavailable when the enter button is tapped on after inputting the tag.
[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",,10001,BUGS,In Progress,29/Jun/24 10:56 AM
Implement payment via biometric feature,ZYG-47,10046,Story,To Do,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,18/Jun/24 4:20 PM,09/Jul/24 3:34 PM,30/Aug/24 9:02 PM,,,0,,"If user enables biometrics for logging in, there should be an option for the user to allow biometric feature for payment instead of the transaction PIN. An example is that of Palmpay and GTBank.",,ayokodipo,,,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000m5:,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,,,To Do,18/Jun/24 4:20 PM
"Invalid Pin displays ""Internal Server Error"" message.",ZYG-46,10045,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,18/Jun/24 4:13 PM,09/Jul/24 9:24 AM,09/Jul/24 8:44 AM,,,0,Major,"h3. Description

When sending money on airtme top up, send money local or data subscription, if an invalid PIN is used, the error message displays “Internal server error” instead of “invalid PIN used”

h3. STEPS

# On home screen, tap on other payments
# On other payments screen, tap on airtime topup/data subscription
# Input phone number
# Select network provider of the phone number
# Confirm amount/package to pay for
# Input invalid transaction PIN

h3. EXPECTED RESULT 

Error message should display “Invalid PIN”

h3. ACTUAL RESULT

Error message displays “Internal Server Error”",,ayokodipo,David Yamah,Edward French,folaranmiaderinto,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,70121:74964859-65d0-4408-b9d7-c71f323c2149,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,ZYG-73,ZYG-100,,,,,18/Jun/24 4:23 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID-20240618-WA0008.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10004,08/Jul/24 9:54 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240708_095316.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10075,09/Jul/24 9:24 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID_20240709_092259.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10080,,,,,,,,,,,,,,,,,,,,,0|i0002e:,,,Bug Sprint,,,,,,,,,2024-06-18 20:26:53.378,,"18/Jun/24 9:26 PM;70121:74964859-65d0-4408-b9d7-c71f323c2149;This needs to be fixed in both the backend and frontend:

* the BE should be catching exceptions and throwing/returning an appropriate error message
* the FE should not be displaying error messages directly from the BE",20/Jun/24 9:06 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;[~accountid:70121:74964859-65d0-4408-b9d7-c71f323c2149] the Front end would need a guide(error codes ) to know what error to display to the user,29/Jun/24 9:57 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Unable to test this issue until attached issue is resolved. ,07/Jul/24 2:01 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Blocked by [https://zyggynew.atlassian.net/browse/ZYG-100|https://zyggynew.atlassian.net/browse/ZYG-100|smart-link] ,08/Jul/24 9:16 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] please change this error message to Invalid pin entered ,"08/Jul/24 9:54 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;

!VID_20240708_095316.mp4|width=720,height=1280,alt=""VID_20240708_095316.mp4""!","09/Jul/24 9:24 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fixed.

!VID_20240709_092259.mp4|width=720,height=1280,alt=""VID_20240709_092259.mp4""!",,,,,10001,BUGS,In Progress,08/Jul/24 10:07 AM
Recent Activities/All transactions Screen is Blank.,ZYG-45,10044,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,18/Jun/24 3:58 PM,11/Jul/24 6:12 PM,10/Jul/24 8:15 AM,,,0,Major,"h3. Description

Transaction history remains blank after one or more transactions have been carried out on the app.

h3. STEPS

# Carry out any transaction on the app - successful or not.
# View recent activities on Home page.
# Tap on recent activities and view All Transactions screen.



h3. EXPECTED RESULT 

All transactions carried out by the user should be displayed.

h3. ACTUAL RESULT

Transaction history screeens are blank.",,Adeniyi John,ayokodipo,David Yamah,folaranmiaderinto,Zeeshan Rafique,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,6371350a5fce844d60662eb2,,,,,,,,,ZYG-100,,,,,,08/Jul/24 10:55 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;IMG_20240708_104607_827.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10076,18/Jun/24 4:03 PM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;VID-20240618-WA0007.mp4;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10003,,,,,,,,,,,,,,,,,,,,,,0|i0000l:i,,,Bug Sprint,,,,,,,,,2024-07-09 07:43:34.464,,07/Jul/24 2:31 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Blocked by [https://zyggynew.atlassian.net/browse/ZYG-100|https://zyggynew.atlassian.net/browse/ZYG-100|smart-link] ,"08/Jul/24 10:55 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;On current android build, the recent transaction screen and all transaction screen returns a grey screen

[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] [~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] [~accountid:6371350a5fce844d60662eb2] 

!IMG_20240708_104607_827.jpg|width=3456,height=3456,alt=""IMG_20240708_104607_827.jpg""!","09/Jul/24 8:43 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:5f6e4e4ded55c7006af8793c] [~accountid:712020:af655a80-53c3-4600-8121-2d72f4132621] please what is going on here?
[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] is this similar to the iOS too","09/Jul/24 9:15 AM;62b2b7970c77011bdfdcd453;This is not fixed yet or maybe their fixes are not reflecting: This is still persisting when you fund the account

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",09/Jul/24 10:00 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:6371350a5fce844d60662eb2] please any help here ,"09/Jul/24 10:11 AM;6371350a5fce844d60662eb2;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] I don’t know what is the issue from this, blank screen does not tell anything regarding the api

[~accountid:5f6e4e4ded55c7006af8793c]  will help on this","09/Jul/24 11:16 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;David 

 has fixed this create a new transaction it would display or delete your account and retest",09/Jul/24 11:51 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2] please see feedback ,09/Jul/24 12:24 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;[https://zyggynew.atlassian.net/browse/ZYG-108|https://zyggynew.atlassian.net/browse/ZYG-108|smart-link] ,"10/Jul/24 8:19 AM;62b2b7970c77011bdfdcd453;Currently, the Credit shows a grey screen.

When a credit is made, the grey screen appears. If a debit is made, it appears properly until credit is made again, causing the grey screen to reappear and removing all the debit transactions

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ",11/Jul/24 6:12 PM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Fix is confirmed.,10001,BUGS,In Progress,20/Jun/24 9:05 AM
"Email verification code is not sent until user taps on ""Resend"" button.",ZYG-44,10043,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,ayokodipo,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,18/Jun/24 3:50 PM,07/Jul/24 1:58 PM,30/Aug/24 9:02 PM,,,0,Minor,"h3. Description

h3. STEPS

# Go to complete account setup screen.
# Tap on Email verification.
# Check email inbox for verification code.
# On Zygyy app, tap on resend after countdown elapses.
# Check email inbox again for verification code.

h3. EXPECTED RESULT 

Code should be sent as soon as user taps on Email verification in Step 2 above.

h3. ACTUAL RESULT

User had to wait for timer to elapse and tap on Resend button.",,ayokodipo,David Yamah,folaranmiaderinto,,,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:af655a80-53c3-4600-8121-2d72f4132621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003a:zzzz,,,Bug Sprint,,,,,,,,,2024-06-24 09:27:07.958,,"24/Jun/24 10:27 AM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;Its being sent, goes to spam. [~accountid:5f6e4e4ded55c7006af8793c] any idea whats going on here?","24/Jun/24 10:30 AM;712020:af655a80-53c3-4600-8121-2d72f4132621;its a service provider thing

maybe we are not on a premium plan",29/Jun/24 11:00 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;Resolved,,,,,,,,,10001,BUGS,In Progress,19/Jun/24 12:47 PM
Duplicate Transactions and Incorrect Status Arrows in Transaction History,ZYG-43,10042,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 3:10 PM,25/Jul/24 11:53 AM,25/Jul/24 11:53 AM,,,0,Major,"In the transaction history, transactions sometimes appear doubled, and the arrow indicating the status reflects on all transactions, both failed and successful.

h3. STEPS

# Login to the app
# On the Home section, scroll. to the Recent Activities section
# Click on View all transaction

h3. EXPECTED RESULT 

The transactions should be according to the user transaction data; the failed and successful transactions icons should be distinct i.e the icon for a failed transaction should reflect properly while the icon for a successful transaction should also reflect properly

h3. ACTUAL RESULT

Sometimes the transactions appear doubled, and the arrow indicating the status reflects on all transactions i.e both failed and successful transactions

[https://zyggyteam.slack.com/files/U069Y4PG95Z/F078RT76E3T/video_1.mp4|https://zyggyteam.slack.com/files/U069Y4PG95Z/F078RT76E3T/video_1.mp4|smart-link] ",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0007f:,,,Bug Sprint,,,,,,,,,,,"10/Jul/24 8:24 AM;62b2b7970c77011bdfdcd453;I have not experienced this in a while but I’ll put this here in “Testing in Progress“ until the transactions grey screen is resolved

",,,,,,,,,,,10001,BUGS,In Progress,19/Jun/24 12:47 PM
[UI ISSUE] Text Formatting in Transaction History,ZYG-41,10040,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 2:55 PM,09/Jul/24 10:39 AM,30/Aug/24 9:02 PM,,,0,Minor,"# Let all the text on the Transaction history start with an Initial Capital Letter
# Let there be a little more spacing in the line height i.e the space between texts that are wrapped to the line

h3. STEPS

# Login. to the app
# On the Home section, scroll down. to the Recent Activities section

h3. EXPECTED RESULT 

The transaction texts should start with. an initial Capital letter and the line height of the description text should be increased a bit for legibility

h3. ACTUAL RESULT

The transaction text is filled with small letters all through and the description text seems packed",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001h:d,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10001,BUGS,In Progress,19/Jun/24 1:56 PM
[UI ISSUE] Correct Spacing in Support Text on Transaction Receipts,ZYG-40,10039,Bug,Ready for production,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 2:52 PM,09/Jul/24 8:48 AM,30/Aug/24 9:02 PM,,,0,Minor,"There should be a space distinction on the “If you experience any problem, you ***_cancontact_*** us” text on the transaction receipt.

h3. STEPS

# Login to the app
# Make a transaction
# Share the receipt of the transaction

h3. EXPECTED RESULT 

On the receipt, the text should show “If you experience any problem, you _can contact_ us”

h3. ACTUAL RESULT

On the receipt, the text shows “If you experience any problem, you _cancontact_ us”",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0001i:vi,,,Bug Sprint,,,,,,,,,,,,,,,,,,,,,,10001,BUGS,In Progress,26/Jun/24 4:37 PM
Color-Code Transaction Status on Receipts,ZYG-39,10038,Bug,In Progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 2:49 PM,25/Jul/24 11:52 AM,25/Jul/24 11:52 AM,,,0,Minor,"The status of a transaction should be displayed in red if it fails and in green if it is successful.

h3. STEPS

# Login to the app
# Make a transaction
# Share the receipt of the transaction

h3. EXPECTED RESULT 

The status of a transaction should be displayed in red if it fails and in green if it is successful.

h3. ACTUAL RESULT

The status of the failed and successful transaction shows a green color",,Adeniyi John,David Yamah,,,,62b2b7970c77011bdfdcd453,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,,,,,,,,,,,,,,,,,10/Jul/24 8:08 AM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Screenshot 2024-07-10 at 8.07.20 AM.png;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10097,25/Jul/24 11:52 AM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Screenshot_20240725_114937_WhatsApp.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10107,,,,,,,,,,,,,,,,,,,,,,0|i0009h:,,,Bug Sprint,,,,,,,,,,,"10/Jul/24 8:08 AM;62b2b7970c77011bdfdcd453;A Successful transaction shows green already


!Screenshot 2024-07-10 at 8.07.20 AM.png|width=362,height=316,alt=""Screenshot 2024-07-10 at 8.07.20 AM.png""!



When we can reproduce a +*_failed transaction_*+, then we will review this ticket","25/Jul/24 11:52 AM;62b2b7970c77011bdfdcd453;A failed transaction is also showing green

!Screenshot_20240725_114937_WhatsApp.jpg|width=360,height=592!

*_Suggestion:_* Is it not better to add the date in the transaction receipt name for easier location when downloaded

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] 

",,,,,,,,,,10001,BUGS,In Progress,02/Jul/24 9:00 AM
Update Date and Time Format on Transaction Receipts and Email Notifications,ZYG-38,10037,Bug,In Progress,ZYG,Zyggy_Board,software,David Yamah,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,,Medium,,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,Adeniyi John,62b2b7970c77011bdfdcd453,18/Jun/24 2:47 PM,10/Jul/24 8:09 AM,10/Jul/24 7:54 AM,,,0,Minor,"The date and time displayed on a transaction receipt should be separated and well-understood

h3. STEPS

# Login to the app
# Make a transaction
# Share the receipt of the transaction

h3. EXPECTED RESULT 

The date and time format on transaction receipts should be clear and understandable

h3. ACTUAL RESULT

The date format on transaction receipts shows the date and extra digits",,Adeniyi John,ayokodipo,David Yamah,Michael David,,62b2b7970c77011bdfdcd453,712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2,70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19,712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a,,,,,,,,,,,,,,,,09/Jul/24 9:02 AM;ug:01a586d5-b8e7-49e4-a2d9-bbd2a02e4352;1720511948296.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10078,10/Jul/24 7:52 AM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Screenshot 2024-07-10 at 7.51.55 AM.png;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10095,10/Jul/24 7:54 AM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Screenshot 2024-07-10 at 7.53.53 AM.png;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10096,05/Jul/24 3:28 PM;ug:1a16ba24-7913-4aca-9dd9-a1d75dcb4a11;Screenshot_20240705_151555_WPS Office.jpg;https://zyggynew.atlassian.net/rest/api/3/attachment/content/10064,,,,,,,,,,,,,,,,,,,,0|i000m6:zzzzzzyi,,,Bug Sprint,,,,,,,,,2024-07-05 11:05:19.723,,05/Jul/24 12:05 PM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;[~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ,05/Jul/24 12:12 PM;70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19;[~accountid:62b2b7970c77011bdfdcd453] please can you share screenshots on this so [~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] understands what is going on here ,05/Jul/24 2:58 PM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;[~accountid:62b2b7970c77011bdfdcd453]  I am still waiting for the screenshot so I can proceed,05/Jul/24 3:12 PM;62b2b7970c77011bdfdcd453;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] I don't have access to the the app yet so I can't take any screenshots yet but I'll check to see if there are screenshots lying around somewhere ,"05/Jul/24 3:29 PM;62b2b7970c77011bdfdcd453;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] I have attached a screenshot, you can check the Date on it","06/Jul/24 9:03 AM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;[~accountid:62b2b7970c77011bdfdcd453] Can you make a test again, there is currently nothing on the db","07/Jul/24 10:54 PM;62b2b7970c77011bdfdcd453;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] I am not able to check the latest implementation on the latest build yet but once I can, I’d update you","09/Jul/24 9:02 AM;712020:7de51337-86bb-4fec-bdef-8ab2b3517aa2;The extra numbers are still showing. My guess is they are the date and time joined together. They should be separated and well understood.

!1720511948296.jpg|width=1080,height=2400,alt=""1720511948296.jpg""!","09/Jul/24 10:54 AM;712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a;Fixed Now, 
[~accountid:6371350a5fce844d60662eb2]  Kindly merge pr","10/Jul/24 7:50 AM;62b2b7970c77011bdfdcd453;[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a]  This change has already been reflected on the transaction receipt but not the Email notifications. So, please you can check that out as well

[~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] [~accountid:6371350a5fce844d60662eb2] 

CC: [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] ","10/Jul/24 7:52 AM;62b2b7970c77011bdfdcd453;

!Screenshot 2024-07-10 at 7.51.55 AM.png|width=671,height=576,alt=""Screenshot 2024-07-10 at 7.51.55 AM.png""!

Here [~accountid:712020:61bce7d8-9fa0-45f1-8e8f-50f082f3696a] [~accountid:70121:c3ff68b8-b470-47a1-9c3e-05f21818bc19] 


See this for example;
A Credit alert:


!Screenshot 2024-07-10 at 7.53.53 AM.png|width=505,height=490,alt=""Screenshot 2024-07-10 at 7.53.53 AM.png""!",10001,BUGS,In Progress,09/Jul/24 10:54 AM
